-1.0249083	0.6266744	-0.18818387	-0.27633566	-0.953649	0.9263636	0.8750995	-0.90829736	0.5377591	0.78353524	0.4632632	-1.103998	-0.8014222	0.35806084	1.0353532	0.95318985
-1.0638357	0.69478273	-0.24224758	-0.19921887	-1.1171153	0.94812673	0.8528366	-1.0719109	0.5861885	0.73917437	0.51713455	-1.1468447	-0.83164096	0.3393724	0.97148955	0.9425324
-0.75932455	0.47353792	-0.18566501	-0.17121853	-0.78585744	0.6634709	0.63030905	-0.76657647	0.4037366	0.5903356	0.34686455	-0.788397	-0.5773924	0.20073879	0.65699524	0.69412494
-0.87851715	0.58998436	-0.10630764	-0.13764037	-0.9555518	0.6885188	0.67766285	-0.838641	0.43399698	0.60877293	0.44865662	-0.8827326	-0.6735954	0.2845161	0.72608864	0.724719
-0.6494262	0.40393245	-0.13303074	-0.20401996	-0.68318015	0.6205888	0.59864557	-0.67865974	0.32976073	0.52382106	0.37326944	-0.73823136	-0.5073133	0.1769602	0.6335622	0.5931666
-0.73310393	0.47780076	-0.12869814	-0.12434681	-0.7897028	0.6382102	0.5586985	-0.70597106	0.36550915	0.44343352	0.385356	-0.7574094	-0.62630194	0.23652036	0.6084545	0.65400505
-0.6888608	0.47813466	-0.07310347	-0.064099245	-0.73871934	0.5904686	0.53107756	-0.6524406	0.35183832	0.5287319	0.38298222	-0.7467767	-0.6094923	0.25706357	0.5946485	0.6187768
-0.5394989	0.5023822	-0.22685765	-0.23099102	-0.68029577	0.4282781	0.35466534	-0.6639217	0.33570114	0.3783054	0.4089164	-0.6146195	-0.54340434	0.07931943	0.4632842	0.4858416
-0.55998355	0.2697344	-0.12593172	-0.07604018	-0.5639313	0.52000254	0.40129825	-0.52256477	0.30397126	0.37448296	0.30080348	-0.6121518	-0.38000524	0.14347166	0.5036728	0.49965343
-0.38110933	0.14839172	-0.25363508	-0.2334745	-0.47230503	0.4200529	0.35120118	-0.5279607	0.26553687	0.29635826	0.29521903	-0.4635964	-0.289465	0.1030576	0.43409133	0.43997186
-0.55394965	0.3353579	-0.027438974	0.026286146	-0.5347341	0.5849642	0.50868046	-0.43401548	0.17594542	0.4714649	0.19724433	-0.607957	-0.4242367	0.22879368	0.58938575	0.5728413
-0.59997445	0.48594317	-0.03861679	0.017844303	-0.5781944	0.46632853	0.438405	-0.48388782	0.28377557	0.44590545	0.28320193	-0.61289495	-0.5224808	0.16450937	0.46311542	0.4763607
-0.5202045	0.39286426	0.1160725	0.047005884	-0.5209644	0.50080997	0.5031477	-0.40314013	0.18322764	0.4407151	0.19473313	-0.56641465	-0.43092674	0.25393194	0.48721147	0.55943745
-0.54542905	0.35104024	0.10408843	0.09182578	-0.50558925	0.4542873	0.45654076	-0.31700733	0.10613588	0.43657514	0.16573572	-0.60390174	-0.43278807	0.19359416	0.5179982	0.4892067
-0.53033864	0.37072766	0.06997899	0.04710004	-0.46212402	0.4050627	0.38114452	-0.38040078	0.15824638	0.34509185	0.18360634	-0.5185616	-0.36263603	0.24341798	0.40079725	0.4345707
-0.45133552	0.25134912	-5.9559472e-05	0.069097124	-0.35436577	0.45457208	0.3573926	-0.31142575	0.07427819	0.41569576	0.055990428	-0.5209868	-0.27010778	0.18030725	0.4314662	0.38913032
-0.4705033	0.36139154	-0.071718186	-0.037696455	-0.48946476	0.4276756	0.3457031	-0.39732996	0.23642394	0.3981574	0.21142367	-0.50971216	-0.41963208	0.14076287	0.46418285	0.39840904
-0.46999323	0.26101485	0.047690503	0.12905943	-0.3657091	0.45102143	0.4497664	-0.22833435	0.05654326	0.38221255	0.079230756	-0.5407138	-0.29032412	0.25003988	0.47751585	0.42851403
-0.34878853	0.17840756	-0.024776002	0.033681896	-0.4122152	0.41889727	0.35882986	-0.28270018	0.15075462	0.2859126	0.1572194	-0.41480756	-0.32969669	0.13309522	0.3519549	0.38521925
-0.2840655	0.13474911	-0.13300514	-0.1630705	-0.29608098	0.29955745	0.25923067	-0.35309756	0.15140599	0.18915676	0.14939786	-0.36438844	-0.18962665	0.0543136	0.22447224	0.24626021
-0.30041665	0.15944096	-0.085778885	-0.07432859	-0.28224924	0.30095857	0.27579385	-0.2708659	0.13469988	0.18540613	0.15619631	-0.32521835	-0.18889907	0.081287816	0.3181662	0.23924132
-0.31267166	0.17783971	-0.078737	0.017638931	-0.30983636	0.29027212	0.261387	-0.3244459	0.16513145	0.24384196	0.1773023	-0.37851295	-0.22574249	0.15223928	0.31357092	0.31954396
-0.4064001	0.29303017	0.10406973	0.08573329	-0.4164388	0.37934384	0.35458297	-0.26045647	0.104969405	0.31462377	0.09575969	-0.46629897	-0.3178692	0.2081248	0.3571498	0.39346138
-0.4613558	0.39057708	-0.0030991407	0.029381437	-0.38005066	0.33502093	0.28213394	-0.273018	0.15600616	0.28182033	0.1693623	-0.4264842	-0.37274107	0.1575553	0.37832147	0.3655906
-0.33876416	0.09253565	-0.12705739	-0.11818029	-0.30505732	0.26037595	0.264125	-0.3320086	0.11276443	0.18644665	0.18897565	-0.29446188	-0.25727448	0.08331818	0.28062907	0.23315427
-0.3752564	0.14914139	0.076972485	0.060436413	-0.32920563	0.3625145	0.35978383	-0.1462591	0.064436674	0.34758222	0.049800813	-0.39655173	-0.20571904	0.21344161	0.3383248	0.341102
-0.3631252	0.24948692	-0.08693939	-0.024942826	-0.36737356	0.23863108	0.24843803	-0.33051094	0.17966816	0.15895098	0.14582999	-0.38089466	-0.30729067	0.10140629	0.2985679	0.21723676
-0.2854203	0.15313473	-0.14863807	-0.16091898	-0.34672305	0.17863214	0.17782317	-0.4148461	0.17476909	0.18061113	0.2534745	-0.27125496	-0.22971793	0.03404952	0.2148416	0.19999261
-0.3312665	0.20778488	0.01976127	-0.014396332	-0.33145386	0.3339648	0.2582297	-0.2999721	0.08876752	0.30697903	0.13720864	-0.38599682	-0.25537407	0.14492372	0.32483575	0.32128444
-0.26455367	0.22081938	-0.02199667	-0.058128137	-0.3349889	0.26656595	0.2530027	-0.30876434	0.14231928	0.23278563	0.2147023	-0.33426356	-0.30439195	0.059730053	0.21416667	0.23116086
-0.40653023	0.22095492	0.1014928	0.08229728	-0.31148097	0.30398783	0.31549463	-0.21844414	0.07646511	0.33003122	0.08876566	-0.40359613	-0.2359125	0.17134376	0.35298064	0.3231634
-0.47275835	0.3493542	0.13090684	0.15272121	-0.39366332	0.42350802	0.33180925	-0.15394467	0.06250225	0.35641402	0.06331762	-0.46722925	-0.37162647	0.17109838	0.38693708	0.42293495
-0.3788077	0.19429621	0.030591747	0.0387198	-0.32687476	0.36792287	0.3424529	-0.22532259	0.086199574	0.2313547	0.076095395	-0.4066152	-0.32480267	0.14026946	0.29318148	0.27733052
-0.3901572	0.32608226	0.08446363	0.08699648	-0.34057695	0.31292883	0.27882585	-0.26308826	0.056521196	0.29313472	0.13564686	-0.38575706	-0.3718505	0.18758926	0.3155153	0.36637452
-0.41897014	0.18162583	0.10894594	0.10646221	-0.27716815	0.38742486	0.33408284	-0.20590027	0.07692973	0.330181	0.0068044257	-0.37437344	-0.29922137	0.21020481	0.36290702	0.38574344
-0.38988826	0.27929837	0.13307561	0.107283376	-0.40796688	0.36563617	0.33138978	-0.21598205	0.09789981	0.3304263	0.044833753	-0.44878927	-0.31842977	0.23080063	0.35027894	0.38290504
-0.31465802	0.25445783	0.06305848	0.08572343	-0.2995857	0.30467784	0.26354286	-0.28015113	0.11598453	0.2563629	0.07625797	-0.3424856	-0.28473407	0.1521573	0.30119187	0.28108093
